Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,hour,day_of_week,month,is_peak_hour,is_weekend,Load_Type_encoded,usage_lag1,usage_lag4,usage_rolling_mean,usage_rolling_std
0.0,16.78,100.0,18.17,68400,19,1,7,0,0,1,3.38,4.57,3.4199999999999644,0.27904599381994194
0.0,16.74,100.0,16.96,69300,19,1,7,0,0,1,3.1,3.78,3.1949999999999643,0.25370586644155074
0.0,16.7,100.0,16.99,70200,19,1,7,0,0,1,2.88,3.42,3.059999999999964,0.23720595832903815
0.0,16.67,100.0,17.25,71100,19,1,7,0,0,1,2.88,3.38,2.9449999999999648,0.10503967504430153
0.0,16.78,100.0,17.54,72000,20,1,7,0,0,1,2.92,3.1,2.917499999999964,0.051881274721554786
0.0,16.78,100.0,17.14,72900,20,1,7,0,0,1,2.99,2.88,2.9274999999999647,0.04573474244748652
0.0,16.78,100.0,17.31,73800,20,1,7,0,0,1,2.92,2.88,2.9449999999999648,0.03316624790474678
0.0,16.67,100.0,17.43,74700,20,1,7,0,0,1,2.95,2.92,2.952499999999964,0.02872281323412605
0.0,16.7,100.0,17.4,75600,21,1,7,0,0,1,2.95,2.99,2.942499999999965,0.015000000002599842
0.0,16.56,100.0,17.77,76500,21,1,7,0,0,1,2.95,2.92,2.959999999999965,0.02000000000214597
0.0,16.34,100.0,18.41,77400,21,1,7,0,0,1,2.99,2.95,2.9874999999999647,0.05188127472185726
0.0,16.27,100.0,18.25,78300,21,1,7,0,0,1,3.06,2.95,3.0049999999999644,0.04654746681370185
0.0,15.62,100.0,19.22,79200,22,1,7,0,0,1,3.02,2.95,3.0324999999999647,0.034034296429508816
1.12,5.15,93.2,48.81,80100,22,1,7,0,0,1,3.06,2.99,3.0049999999999644,0.08544003745379587
5.65,0.0,44.53,100.0,81000,22,1,7,0,0,1,2.88,3.06,2.9424999999999644,0.11729592206641866
5.76,0.0,44.72,100.0,81900,22,1,7,0,0,1,2.81,3.02,2.9074999999999642,0.10688779163245142
5.62,0.0,49.95,100.0,82800,23,1,7,0,0,1,2.88,3.06,2.952499999999964,0.19448650338797951
5.33,0.0,52.76,100.0,83700,23,1,7,0,0,0,3.24,2.88,3.0599999999999645,0.25152865973243976
5.4,0.0,45.64,100.0,84600,23,1,7,0,0,0,3.31,2.81,3.0499999999999643,0.26520432374578595
5.36,0.0,45.91,100.0,85500,23,1,7,0,0,0,2.77,2.88,3.022499999999965,0.2929590415059995
4.79,0.0,51.0,100.0,0,0,1,7,0,0,0,2.77,3.24,2.922499999999965,0.2604323328622409
4.54,0.0,57.61,100.0,900,0,2,8,0,0,0,2.84,3.31,2.8949999999999645,0.20599352740654261
4.1,0.0,54.43,100.0,1800,0,2,8,0,0,0,3.2,2.77,2.867499999999964,0.2337199178504997
4.14,0.0,53.62,100.0,2700,0,2,8,0,0,0,2.66,2.77,2.8324999999999645,0.2619637379486494
4.32,0.0,52.43,100.0,3600,1,2,8,0,0,0,2.63,2.84,2.7874999999999646,0.27536339626030265
4.32,0.0,52.0,100.0,4500,1,2,8,0,0,0,2.66,3.2,2.6449999999999645,0.01732050807408557
4.54,0.0,51.12,100.0,5400,1,2,8,0,0,0,2.63,2.66,2.6549999999999647,0.03316624790278457
4.43,0.0,52.04,100.0,6300,1,2,8,0,0,0,2.7,2.63,2.6724999999999643,0.03403429642713591
4.61,0.0,49.98,100.0,7200,2,2,8,0,0,0,2.7,2.66,2.6724999999999643,0.03403429642713591
4.57,0.0,51.42,100.0,8100,2,2,8,0,0,0,2.66,2.63,2.6999999999999647,0.03265986323663702
4.54,0.0,50.55,100.0,9000,2,2,8,0,0,0,2.74,2.7,2.6899999999999644,0.03829708430979245
4.57,0.0,50.87,100.0,9900,2,2,8,0,0,0,2.66,2.7,2.689999999999965,0.03829708430979245
4.57,0.0,50.3,100.0,10800,3,2,8,0,0,0,2.7,2.66,2.689999999999965,0.03829708430979245
4.68,0.0,49.97,100.0,11700,3,2,8,0,0,0,2.66,2.74,2.6799999999999646,0.02309401076672333
4.75,0.0,49.97,100.0,12600,3,2,8,0,0,0,2.7,2.66,2.6999999999999647,0.03265986323663676
4.86,0.0,50.05,100.0,13500,3,2,8,0,0,0,2.74,2.7,2.7274999999999645,0.0639661368745067
4.72,0.0,49.65,100.0,14400,4,2,8,0,0,0,2.81,2.66,2.7374999999999643,0.0518812747207757
4.32,0.0,60.0,100.0,15300,4,2,8,0,0,0,2.7,2.7,2.872499999999965,0.24918199506929312
4.68,0.0,50.93,100.0,16200,4,2,8,0,0,0,3.24,2.74,2.879999999999965,0.2442676128075857
4.97,0.0,54.14,100.0,17100,4,2,8,0,0,0,2.77,2.81,2.9774999999999645,0.2819426655665305
4.9,0.0,52.09,100.0,18000,5,2,8,0,0,0,3.2,2.7,3.0499999999999647,0.21648710508201896
4.75,0.0,48.86,100.0,18900,5,2,8,0,0,0,2.99,3.24,2.9049999999999647,0.2397915761657637
4.79,0.0,49.1,100.0,19800,5,2,8,0,0,0,2.66,2.77,2.8874999999999647,0.25500000000010464
5.04,0.0,46.68,100.0,20700,5,2,8,0,0,0,2.7,3.2,2.752499999999965,0.1594521871909966
4.86,0.0,48.56,100.0,21600,6,2,8,0,0,0,2.66,2.99,2.6799999999999646,0.02309401076671939
4.82,0.0,48.87,100.0,22500,6,2,8,0,0,0,2.7,2.66,2.689999999999965,0.019999999999112915
4.79,0.0,48.55,100.0,23400,6,2,8,0,0,0,2.7,2.7,2.6799999999999646,0.02309401076671957
4.79,0.0,48.55,100.0,24300,6,2,8,0,0,0,2.66,2.66,2.6799999999999646,0.02309401076671957
4.82,0.0,48.87,100.0,25200,7,2,8,0,0,0,2.66,2.7,2.6799999999999646,0.02309401076671957
5.0,0.0,46.97,100.0,26100,7,2,8,0,0,0,2.7,2.7,2.6699999999999644,0.019999999998888466
5.15,0.0,46.97,100.0,27000,7,2,8,0,0,0,2.66,2.66,2.6899999999999644,0.03829708430979007
4.86,0.0,48.56,100.0,27900,7,2,8,0,0,0,2.74,2.66,2.6999999999999647,0.03265986323663423
4.82,0.0,48.32,100.0,28800,8,2,8,1,0,0,2.7,2.7,2.689999999999965,0.03829708430979007
4.43,0.0,51.05,100.0,29700,8,2,8,1,0,0,2.66,2.66,2.6824999999999646,0.047871355387411066
4.0,0.0,53.91,100.0,30600,8,2,8,1,0,0,2.63,2.74,2.6374999999999647,0.05909032633695291
3.24,0.54,68.18,98.44,31500,8,2,8,1,0,0,2.56,2.7,2.7174999999999643,0.20597329924040367
0.0,15.66,100.0,19.18,32400,9,2,8,1,0,0,3.02,2.66,2.8174999999999644,0.2590205912021059
0.0,17.46,100.0,15.67,33300,9,2,8,1,0,0,3.06,2.63,2.8524999999999645,0.2334345018773021
0.0,17.6,100.0,15.16,34200,9,2,8,1,0,0,2.77,2.56,2.8874999999999647,0.17914147109678386
0.0,17.53,100.0,15.44,35100,9,2,8,1,0,0,2.7,3.02,2.817499999999965,0.16418993066980395
0.0,17.57,100.0,15.41,36000,10,2,8,1,0,0,2.74,3.06,2.7374999999999647,0.02872281323244224
0.0,18.32,100.0,17.21,36900,10,2,8,1,0,0,2.74,2.77,2.8449999999999647,0.2374166520417235
0.0,17.96,100.0,17.38,37800,10,2,8,1,0,0,3.2,2.7,2.9624999999999644,0.2572126228112072
0.0,17.32,100.0,16.01,38700,10,2,8,1,0,0,3.17,2.74,2.9799999999999645,0.2387467277264652
0.0,17.42,100.0,15.7,39600,11,2,8,1,0,0,2.81,2.74,2.9874999999999643,0.22896506283732093
0.0,8.17,100.0,30.22,40500,11,2,8,1,0,0,2.77,3.2,2.8349999999999644,0.24296776192195324
0.0,5.76,100.0,40.61,41400,11,2,8,1,0,0,2.59,3.17,2.6824999999999646,0.12579745625393635
0.0,5.69,100.0,41.43,42300,11,2,8,1,0,0,2.56,2.81,2.6274999999999644,0.09604686356116102
0.0,5.4,100.0,45.64,43200,12,2,8,1,0,0,2.59,2.77,2.6274999999999644,0.09604686356116102
0.0,10.98,100.0,24.46,44100,12,2,8,1,0,0,2.77,2.59,2.672499999999965,0.11324751652886933
0.0,17.14,100.0,16.18,45000,12,2,8,1,0,0,2.77,2.56,2.7349999999999643,0.09848857801788331
0.0,16.96,100.0,16.52,45900,12,2,8,1,0,0,2.81,2.59,2.7974999999999643,0.03403429642795858
0.0,16.99,100.0,16.49,46800,13,2,8,1,0,0,2.84,2.77,2.8149999999999644,0.03316624790386605
0.0,17.39,100.0,15.56,47700,13,2,8,1,0,0,2.84,2.77,2.807499999999964,0.047169905660466575
0.0,17.53,100.0,15.44,48600,13,2,8,1,0,0,2.74,2.81,2.7899999999999645,0.05773502691904432
0.0,17.53,100.0,15.44,49500,13,2,8,1,0,0,2.74,2.84,2.7649999999999646,0.049999999999981906
0.0,18.07,100.0,14.99,50400,14,2,8,1,0,0,2.74,2.84,2.74,0.0
0.0,20.48,100.0,15.96,51300,14,2,8,1,0,0,2.74,2.74,2.8824999999999648,0.2850000000000895
0.0,17.75,100.0,14.82,52200,14,2,8,1,0,0,3.31,2.74,2.8624999999999647,0.3007074990751678
0.0,17.57,100.0,14.97,53100,14,2,8,1,0,0,2.66,2.74,2.8424999999999647,0.3139400155019529
0.0,17.46,100.0,15.5,54000,15,2,8,1,0,0,2.66,2.74,2.8424999999999647,0.3139400155019529
0.0,17.53,100.0,15.22,54900,15,2,8,1,0,0,2.74,3.31,2.689999999999965,0.038297084309790064
0.0,17.53,100.0,15.22,55800,15,2,8,1,0,0,2.7,2.66,2.6999999999999647,0.032659863236634376
0.0,17.53,100.0,15.61,56700,15,2,8,1,0,0,2.7,2.66,2.7274999999999645,0.03403429642749642
0.0,17.5,100.0,15.47,57600,16,2,8,1,0,0,2.77,2.74,2.7274999999999645,0.03403429642749642
0.0,19.08,100.0,14.72,58500,16,2,8,1,0,0,2.74,2.7,2.7624999999999647,0.059090326337428264
0.0,25.02,100.0,13.0,59400,16,2,8,1,0,0,2.84,2.7,2.9074999999999642,0.25184320518938413
0.0,20.3,100.0,13.86,60300,16,2,8,1,0,0,3.28,2.77,2.9249999999999643,0.24131583730332215
0.0,17.6,100.0,15.16,61200,17,2,8,1,0,0,2.84,2.74,2.9149999999999645,0.25212430796480584
0.0,17.6,100.0,15.16,62100,17,2,8,1,0,0,2.7,2.84,2.8799999999999644,0.27471197037391076
0.0,17.53,100.0,15.0,63000,17,2,8,1,0,0,2.7,3.28,2.724999999999964,0.07895146188205245
0.0,17.5,100.0,15.63,63900,17,2,8,1,0,0,2.66,2.84,2.7074999999999645,0.045734742446401085
0.0,17.39,100.0,15.73,64800,18,2,8,1,0,0,2.77,2.7,2.7249999999999646,0.05446711546104253
0.0,8.21,100.0,30.82,65700,18,2,8,1,0,0,2.77,2.7,2.7149999999999643,0.06350852961066487
0.0,5.44,100.0,43.53,66600,18,2,8,1,0,0,2.66,2.66,2.707499999999964,0.07320063751980127
0.0,12.64,100.0,23.24,67500,18,2,8,1,0,0,2.63,2.77,2.7699999999999645,0.17720045146669386
0.0,18.36,100.0,17.95,68400,19,2,8,0,0,0,3.02,2.77,2.9149999999999645,0.3398529093594248
0.0,17.24,100.0,16.25,69300,19,2,8,0,0,0,3.35,2.66,2.9599999999999644,0.30495901363967864
0.0,17.17,100.0,16.32,70200,19,2,8,0,0,0,2.84,2.63,3.0124999999999647,0.24046829312844828
0.0,17.21,100.0,15.72,71100,19,2,8,0,0,0,2.84,3.02,2.9424999999999644,0.2757263135793858
0.0,17.24,100.0,16.09,72000,20,2,8,0,0,0,2.74,3.35,2.8074999999999646,0.04716990566046289
0.0,17.14,100.0,16.57,72900,20,2,8,0,0,0,2.81,2.84,2.8174999999999644,0.059090326337634475
0.0,17.06,100.0,16.42,73800,20,2,8,0,0,0,2.88,2.84,2.8174999999999644,0.059090326337634475
0.0,16.99,100.0,16.94,74700,20,2,8,0,0,0,2.84,2.74,2.8624999999999643,0.04787135538825297
0.0,16.96,100.0,16.52,75600,21,2,8,0,0,0,2.92,2.81,2.869999999999964,0.038297084310842756
0.0,16.99,100.0,16.71,76500,21,2,8,0,0,0,2.84,2.88,2.8699999999999646,0.038297084310842756
0.0,16.92,100.0,17.01,77400,21,2,8,0,0,0,2.88,2.84,2.8899999999999646,0.03829708431096038
0.0,16.85,100.0,16.85,78300,21,2,8,0,0,0,2.92,2.92,2.8799999999999644,0.03265986323786892
0.0,16.13,100.0,17.99,79200,22,2,8,0,0,0,2.88,2.84,2.9074999999999647,0.03403429642868121
1.08,5.51,94.3,48.55,80100,22,2,8,0,0,0,2.95,2.88,2.952499999999964,0.07719024117992883
4.93,0.0,54.92,100.0,81000,22,2,8,0,0,0,3.06,2.92,3.0324999999999642,0.1569235482651289
4.61,0.0,51.09,100.0,81900,22,2,8,0,0,0,3.24,2.88,2.997499999999965,0.20918492616208229
4.64,0.0,49.73,100.0,82800,23,2,8,0,0,0,2.74,2.95,2.9249999999999643,0.271968135388572
4.46,0.0,52.35,100.0,83700,23,2,8,0,0,0,2.66,3.06,2.844999999999965,0.2660200493697811
4.25,0.0,53.05,100.0,84600,23,2,8,0,0,0,2.74,3.24,2.6999999999999647,0.046188021534834485
4.21,0.0,52.4,100.0,85500,23,2,8,0,0,0,2.66,2.74,2.662499999999965,0.061305247192108364
4.25,0.0,52.62,100.0,0,0,2,8,0,0,0,2.59,2.66,2.6549999999999647,0.06350852961045582
4.46,0.0,51.22,100.0,900,0,3,8,0,0,0,2.63,2.74,2.6349999999999643,0.03316624790264657
4.5,0.0,50.46,100.0,1800,0,3,8,0,0,0,2.66,2.66,2.6274999999999644,0.028722813231583596
4.61,0.0,49.98,100.0,2700,0,3,8,0,0,0,2.63,2.59,2.6449999999999645,0.017320508074081073
4.64,0.0,50.29,100.0,3600,1,3,8,0,0,0,2.66,2.63,2.6624999999999646,0.02872281323185773
4.32,0.0,58.67,100.0,4500,1,3,8,0,0,0,2.7,2.66,2.7799999999999647,0.23508863576675001
4.54,0.0,53.57,100.0,5400,1,3,8,0,0,0,3.13,2.63,2.8424999999999647,0.21422340363905087
4.64,0.0,50.29,100.0,6300,1,3,8,0,0,0,2.88,2.66,2.8524999999999645,0.20353132437056842
4.75,0.0,49.42,100.0,7200,2,3,8,0,0,0,2.7,2.7,2.8524999999999645,0.20353132437056842
4.75,0.0,49.42,100.0,8100,2,3,8,0,0,0,2.7,3.13,2.7449999999999646,0.08999999999993993
4.97,0.0,48.28,100.0,9000,2,3,8,0,0,0,2.7,2.88,2.7099999999999644,0.019999999999336545
4.93,0.0,48.58,100.0,9900,2,3,8,0,0,0,2.74,2.7,2.719999999999965,0.02309401076710807
4.86,0.0,48.56,100.0,10800,3,3,8,0,0,0,2.74,2.7,2.7199999999999647,0.02309401076710807
4.9,0.0,49.21,100.0,11700,3,3,8,0,0,0,2.7,2.7,2.7374999999999643,0.028722813232443956
5.0,0.0,47.51,100.0,12600,3,3,8,0,0,0,2.77,2.74,2.727499999999965,0.03403429642749615
5.08,0.0,47.87,100.0,13500,3,3,8,0,0,0,2.7,2.74,2.734999999999965,0.040414518843084876
5.0,0.0,48.46,100.0,14400,4,3,8,0,0,0,2.77,2.7,2.7524999999999644,0.03499999999989477
5.08,0.0,47.87,100.0,15300,4,3,8,0,0,0,2.77,2.77,2.752499999999965,0.03499999999989477
5.54,0.0,49.66,100.0,16200,4,3,8,0,0,0,2.77,2.7,2.8699999999999646,0.20000000000011406
5.33,0.0,51.47,100.0,17100,4,3,8,0,0,0,3.17,2.77,2.9774999999999645,0.23991317874061752
4.93,0.0,48.58,100.0,18000,5,3,8,0,0,0,3.2,2.77,2.9699999999999647,0.24886408606591687
4.97,0.0,48.68,100.0,18900,5,3,8,0,0,0,2.74,2.77,2.9699999999999642,0.24886408606591687
4.64,0.0,57.25,100.0,19800,5,3,8,0,0,0,2.77,3.17,2.9874999999999647,0.26924276530069535
5.04,0.0,47.22,100.0,20700,5,3,8,0,0,0,3.24,3.2,2.8624999999999647,0.25329495323313417
5.11,0.0,46.17,100.0,21600,6,3,8,0,0,0,2.7,2.74,2.8424999999999647,0.26887109674842324
5.04,0.0,47.22,100.0,22500,6,3,8,0,0,0,2.66,2.77,2.8249999999999647,0.2773084924772868
5.0,0.0,46.97,100.0,23400,6,3,8,0,0,0,2.7,3.24,2.6799999999999646,0.02309401076672241
4.93,0.0,48.03,100.0,24300,6,3,8,0,0,0,2.66,2.7,2.6799999999999646,0.02309401076672241
4.93,0.0,48.03,100.0,25200,7,3,8,0,0,0,2.7,2.66,2.6899999999999644,0.0199999999991164
4.75,0.0,47.87,100.0,26100,7,3,8,0,0,0,2.7,2.7,2.6624999999999646,0.05188127472045179
4.72,0.0,48.67,100.0,27000,7,3,8,0,0,0,2.59,2.66,2.6549999999999647,0.05446711546075873
4.86,0.0,48.56,100.0,27900,7,3,8,0,0,0,2.63,2.7,2.6549999999999643,0.05446711546075873
4.64,0.0,49.31,100.0,28800,8,3,8,1,0,0,2.7,2.7,2.6374999999999647,0.045734742446063424
4.39,0.0,50.81,100.0,29700,8,3,8,1,0,0,2.63,2.59,2.6374999999999647,0.045734742446063424
4.28,0.0,52.35,100.0,30600,8,3,8,1,0,0,2.59,2.63,2.637499999999964,0.045734742446063424
3.92,0.47,55.13,98.39,31500,8,3,8,1,0,0,2.63,2.7,2.6099999999999643,0.02309401076604185
0.0,15.37,100.0,17.74,32400,9,3,8,1,0,0,2.59,2.63,2.644999999999964,0.08544003745285016
0.0,17.39,100.0,15.73,33300,9,3,8,1,0,0,2.77,2.59,2.6899999999999644,0.09380831519628009
0.0,17.35,100.0,15.6,34200,9,3,8,1,0,0,2.77,2.63,2.7174999999999647,0.0861684396979368
0.0,17.46,100.0,15.28,35100,9,3,8,1,0,0,2.74,2.59,2.7449999999999646,0.03316624790339239
0.0,17.42,100.0,15.7,36000,10,3,8,1,0,0,2.7,2.77,2.7449999999999646,0.03316624790339239
0.0,17.5,100.0,15.85,36900,10,3,8,1,0,0,2.77,2.77,2.7549999999999644,0.04654746681249612
0.0,22.32,100.0,16.53,37800,10,3,8,1,0,0,2.81,2.74,3.0049999999999644,0.49210432498279527
0.0,22.32,100.0,16.1,38700,10,3,8,1,0,0,3.74,2.7,3.2399999999999647,0.5214722747505802
0.0,17.5,100.0,15.47,39600,11,3,8,1,0,0,3.64,2.77,3.232499999999965,0.5306207057150533
0.0,8.24,100.0,30.41,40500,11,3,8,1,0,0,2.74,2.81,3.1874999999999645,0.5834023768665337
0.0,5.69,100.0,41.43,41400,11,3,8,1,0,0,2.63,3.74,2.899999999999965,0.4973932046178949
0.0,5.58,100.0,42.1,42300,11,3,8,1,0,0,2.59,3.64,2.6374999999999647,0.07088723439337585
0.0,5.44,100.0,42.99,43200,12,3,8,1,0,0,2.59,2.74,2.599999999999964,0.0199999999981155
0.0,11.09,100.0,24.23,44100,12,3,8,1,0,0,2.59,2.63,2.6349999999999643,0.08999999999966816
0.0,16.99,100.0,16.32,45000,12,3,8,1,0,0,2.77,2.59,2.6899999999999644,0.11661903789675528
0.0,16.88,100.0,16.82,45900,12,3,8,1,0,0,2.81,2.59,2.7624999999999647,0.12365947867698554
0.0,16.92,100.0,16.78,46800,13,3,8,1,0,0,2.88,2.59,2.8349999999999644,0.0544671154614981
0.0,17.1,100.0,16.22,47700,13,3,8,1,0,0,2.88,2.77,2.8449999999999647,0.04041451884369403
0.0,16.92,100.0,16.38,48600,13,3,8,1,0,0,2.81,2.81,2.8449999999999642,0.04041451884369403
0.0,16.49,100.0,17.44,49500,13,3,8,1,0,0,2.81,2.88,2.854999999999965,0.05446711546157996
0.0,16.45,100.0,17.65,50400,14,3,8,1,0,0,2.92,2.88,2.8724999999999645,0.07320063752030818
0.0,16.56,100.0,17.54,51300,14,3,8,1,0,0,2.95,2.81,2.9074999999999642,0.066520673478715
0.0,16.67,100.0,17.43,52200,14,3,8,1,0,0,2.95,2.81,2.942499999999965,0.015000000002580997
0.0,16.52,100.0,17.17,53100,14,3,8,1,0,0,2.95,2.92,2.9324999999999646,0.03500000000104261
0.0,16.49,100.0,17.61,54000,15,3,8,1,0,0,2.88,2.95,2.9324999999999646,0.03500000000104261
0.0,16.42,100.0,17.68,54900,15,3,8,1,0,0,2.95,2.95,2.9324999999999646,0.03500000000104261
0.0,16.6,100.0,17.09,55800,15,3,8,1,0,0,2.95,2.95,2.9149999999999645,0.0404145188440804
0.0,16.7,100.0,18.25,56700,15,3,8,1,0,0,2.88,2.88,2.9699999999999647,0.09273618495544049
0.0,16.85,100.0,18.88,57600,16,3,8,1,0,0,3.1,2.95,3.0424999999999645,0.16049402896511544
0.0,16.6,100.0,17.32,58500,16,3,8,1,0,0,3.24,2.95,3.034999999999964,0.16683325008358496
0.0,16.56,100.0,17.94,59400,16,3,8,1,0,0,2.92,2.88,3.0699999999999648,0.13515423288525186
0.0,16.67,100.0,17.65,60300,16,3,8,1,0,0,3.02,3.1,3.042499999999965,0.13817259738019205
0.0,16.34,100.0,20.89,61200,17,3,8,1,0,0,2.99,3.24,3.104999999999965,0.26006409466414837
0.0,16.63,100.0,17.29,62100,17,3,8,1,0,0,3.49,2.92,3.104999999999965,0.26006409466414837
0.0,16.6,100.0,17.32,63000,17,3,8,1,0,0,2.92,3.02,3.0799999999999645,0.275317997958976
0.0,16.56,100.0,17.54,63900,17,3,8,1,0,0,2.92,2.99,3.0699999999999643,0.28035691537776314
0.0,16.45,100.0,17.65,64800,18,3,8,1,0,0,2.95,3.49,2.934999999999964,0.01732050807782966
0.0,6.95,100.0,37.48,65700,18,3,8,1,0,0,2.95,2.92,2.9074999999999647,0.06652067347871601
0.0,4.25,100.0,56.1,66600,18,3,8,1,0,0,2.81,2.92,2.897499999999965,0.0670198975433728
0.0,10.76,100.0,26.19,67500,18,3,8,1,0,0,2.88,2.95,2.8899999999999646,0.06055300708239732
0.0,16.42,100.0,17.68,68400,19,3,8,0,0,0,2.92,2.95,2.889999999999964,0.06055300708239732
0.0,16.45,100.0,17.65,69300,19,3,8,0,0,0,2.95,2.81,2.9249999999999647,0.033166247904605144
0.0,16.38,100.0,17.72,70200,19,3,8,0,0,0,2.95,2.88,2.9424999999999644,0.015000000002582682
0.0,16.34,100.0,17.77,71100,19,3,8,0,0,0,2.95,2.92,2.95,0.0
0.0,16.67,100.0,20.1,72000,20,3,8,0,0,0,2.95,2.95,3.067499999999965,0.23500000000028265
0.0,16.67,100.0,19.31,72900,20,3,8,0,0,0,3.42,2.95,3.1499999999999644,0.23790754506776252
0.0,16.52,100.0,17.58,73800,20,3,8,0,0,0,3.28,2.95,3.149999999999965,0.23790754506776252
0.0,16.38,100.0,17.96,74700,20,3,8,0,0,0,2.95,2.95,3.1599999999999646,0.2273030282834801
0.0,16.13,100.0,18.64,75600,21,3,8,0,0,0,2.99,3.42,3.0699999999999643,0.14719601443925207
0.0,15.98,100.0,18.81,76500,21,3,8,0,0,0,3.06,3.28,3.0149999999999646,0.05446711546223185
0.0,16.13,100.0,18.4,77400,21,3,8,0,0,0,3.06,2.95,3.0324999999999642,0.034034296429492135
0.0,15.88,100.0,21.05,78300,21,3,8,0,0,0,3.02,2.99,3.1399999999999646,0.18761663039337664
0.0,15.01,100.0,22.22,79200,22,3,8,0,0,0,3.42,3.06,3.2299999999999645,0.22000000000046555
1.33,4.68,91.16,53.32,80100,22,3,8,0,0,0,3.42,3.06,3.2024999999999646,0.25276800957965245
5.8,0.0,43.6,100.0,81000,22,3,8,0,0,0,2.95,3.02,3.149999999999965,0.31696477196501827
5.8,0.0,43.6,100.0,81900,22,3,8,0,0,0,2.81,3.42,2.9974999999999645,0.2892951203646001
5.76,0.0,43.85,100.0,82800,23,3,8,0,0,0,2.81,3.42,2.8449999999999647,0.07000000000024498
5.62,0.0,45.1,100.0,83700,23,3,8,0,0,0,2.81,2.95,2.8174999999999644,0.01500000000073714
5.51,0.0,45.43,100.0,84600,23,3,8,0,0,0,2.84,2.81,2.817499999999965,0.01500000000073714
5.54,0.0,45.24,100.0,85500,23,3,8,0,0,0,2.81,2.81,2.8174999999999644,0.01500000000073714
5.72,0.0,44.47,100.0,0,0,3,8,0,0,0,2.81,2.81,2.8249999999999647,0.017320508076422814
5.94,0.0,42.76,100.0,900,0,4,8,0,0,0,2.84,2.84,2.8174999999999644,0.01500000000073698
6.01,0.0,44.9,100.0,1800,0,4,8,0,0,0,2.81,2.81,2.8699999999999646,0.10099504938384556
5.83,0.0,49.82,100.0,2700,0,4,8,0,0,0,3.02,2.81,3.004999999999965,0.24799193535295722
6.05,0.0,42.49,100.0,3600,1,4,8,0,0,0,3.35,2.84,3.0049999999999644,0.24799193535295722
6.3,0.0,41.1,100.0,4500,1,4,8,0,0,0,2.84,2.81,3.0124999999999647,0.2404682931284469
6.41,0.0,40.98,100.0,5400,1,4,8,0,0,0,2.84,3.02,2.9774999999999645,0.2490481881084324
6.3,0.0,42.88,100.0,6300,1,4,8,0,0,0,2.88,3.35,2.887499999999964,0.07088723439416417
6.23,0.0,41.96,100.0,7200,2,4,8,0,0,0,2.99,2.84,2.8974999999999644,0.06448514040762365
6.05,0.0,42.98,100.0,8100,2,4,8,0,0,0,2.88,2.84,2.9074999999999642,0.0550000000005639
6.12,0.0,45.99,100.0,9000,2,4,8,0,0,0,2.88,2.88,2.9799999999999645,0.13686976778466256
5.98,0.0,47.18,100.0,9900,2,4,8,0,0,0,3.17,2.99,3.0324999999999647,0.17651723239800343
6.05,0.0,42.49,100.0,10800,3,4,8,0,0,0,3.2,2.88,3.0224999999999644,0.18874586088206802
5.87,0.0,43.55,100.0,11700,3,4,8,0,0,0,2.84,2.88,3.0124999999999647,0.19956202043502297
5.87,0.0,43.18,100.0,12600,3,4,8,0,0,0,2.84,3.17,2.922499999999965,0.1855397531529793
5.83,0.0,44.29,100.0,13500,3,4,8,0,0,0,2.81,3.2,2.8424999999999643,0.02872281323326255
6.08,0.0,42.32,100.0,14400,4,4,8,0,0,0,2.88,2.84,2.8424999999999643,0.02872281323326255
6.08,0.0,42.32,100.0,15300,4,4,8,0,0,0,2.84,2.84,2.8424999999999643,0.02872281323326255
5.87,0.0,43.55,100.0,16200,4,4,8,0,0,0,2.84,2.81,2.849999999999964,0.02000000000090547
5.94,0.0,43.13,100.0,17100,4,4,8,0,0,0,2.84,2.88,2.84,0.0
5.69,0.0,50.28,100.0,18000,5,4,8,0,0,0,2.84,2.84,2.9574999999999645,0.23500000000017895
6.16,0.0,42.83,100.0,18900,5,4,8,0,0,0,3.31,2.84,2.9774999999999645,0.22485180304686536
6.44,0.0,40.82,100.0,19800,5,4,8,0,0,0,2.92,2.84,2.9874999999999643,0.2174664725118889
6.41,0.0,40.15,100.0,20700,5,4,8,0,0,0,2.88,2.84,2.9799999999999645,0.22464787260679941
6.34,0.0,40.52,100.0,21600,6,4,8,0,0,0,2.81,3.31,2.8549999999999645,0.054467115461581575
6.41,0.0,40.51,100.0,22500,6,4,8,0,0,0,2.81,2.92,2.8349999999999644,0.03316624790400198
6.26,0.0,41.31,100.0,23400,6,4,8,0,0,0,2.84,2.88,2.8249999999999647,0.017320508076418446
6.59,0.0,40.05,100.0,24300,6,4,8,0,0,0,2.84,2.81,2.8424999999999643,0.028722813233265594
6.23,0.0,41.12,100.0,25200,7,4,8,0,0,0,2.88,2.81,2.8424999999999643,0.028722813233265594
6.05,0.0,41.63,100.0,26100,7,4,8,0,0,0,2.81,2.84,2.824999999999964,0.04654746681283466
5.98,0.0,42.9,100.0,27000,7,4,8,0,0,0,2.77,2.84,2.824999999999964,0.04654746681283466
6.8,0.0,43.77,100.0,27900,7,4,8,0,0,0,2.84,2.88,2.9324999999999646,0.25329495323319506
